ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00509,CUST-241,Security,Low,2024-02-15T03:39:24Z,2024-02-17T13:39:24Z,58.0,2.0,Allison Hill,chat,Support request: End movie north partner yeah.
TKT-00510,CUST-133,Billing,Medium,2024-02-17T17:14:29Z,2024-02-19T00:14:29Z,31.0,2.0,Angie Henderson,email,Sense including six lot have never.
TKT-00511,CUST-224,Billing,Medium,2024-02-09T03:52:44Z,2024-02-09T16:52:44Z,13.0,6.0,Noah Rhodes,chat,Write officer similar huge catch.
TKT-00512,CUST-216,Integration,Medium,2024-02-25T11:27:05Z,,,,Abigail Shaffer,portal,Security land record class.
TKT-00513,CUST-430,Security,Low,2024-02-01T18:22:11Z,2024-02-02T02:22:11Z,8.0,2.0,Abigail Shaffer,chat,Meet skill song pass range.
TKT-00514,CUST-334,Performance,Low,2024-02-10T13:58:56Z,2024-02-11T06:58:56Z,17.0,6.0,Gina Moore,email,Claim who accept.
TKT-00515,CUST-120,Technical,Low,2024-02-25T03:20:22Z,2024-02-26T06:20:22Z,27.0,,Allison Hill,chat,Statement likely outside because.
TKT-00516,CUST-046,Security,Medium,2024-02-07T16:59:26Z,2024-02-09T08:59:26Z,40.0,1.0,Noah Rhodes,email,Develop bag also his worker.
TKT-00517,CUST-463,Security,Medium,2024-02-27T14:46:50Z,2024-02-29T04:46:50Z,38.0,,Jamie Arnold,chat,Prevent expert white arm similar compare manager action.
TKT-00518,CUST-149,Integration,Medium,2024-02-26T11:30:03Z,2024-02-29T01:30:03Z,62.0,4.0,Allison Hill,email,Experience almost outside middle discuss college already.
TKT-00519,CUST-165,Security,Medium,2024-02-15T04:40:01Z,2024-02-15T14:40:01Z,10.0,4.0,Dylan Miller,chat,Pretty wish beautiful every human.
TKT-00520,CUST-292,Integration,Low,2024-02-24T12:37:29Z,,,,Noah Rhodes,chat,Support request: If customer address region try near.
TKT-00521,CUST-415,Account,Medium,2024-02-18T18:21:06Z,2024-02-21T17:21:06Z,71.0,10.0,Abigail Shaffer,phone,Trip give white everybody paper create upon.
TKT-00522,CUST-035,Account,Low,2024-02-05T18:46:08Z,,,,Cristian Santos,phone,Support request: Above company media next me future bring.
TKT-00523,CUST-467,Feature Request,High,2024-02-01T15:22:00Z,2024-02-02T05:22:00Z,14.0,8.0,Daniel Wagner,email,What then spend offer reason whom none.
TKT-00524,CUST-402,Performance,Medium,2024-02-18T08:28:38Z,2024-02-18T09:28:38Z,1.0,,Allison Hill,chat,Serious which learn leave only.
TKT-00525,CUST-111,Integration,Medium,2024-02-24T07:07:17Z,,,,Jamie Arnold,phone,Loss election him.
TKT-00526,CUST-066,Performance,Medium,2024-02-17T14:31:02Z,2024-02-18T01:31:02Z,11.0,10.0,Allison Hill,portal,Issue description: Quality discover firm western might.. Call 565-618-2755 if urgent.
TKT-00527,CUST-420,Account,Low,2024-02-03T18:55:07Z,2024-02-06T17:55:07Z,71.0,5.0,Angie Henderson,phone,Water raise travel material.
TKT-00528,CUST-040,Onboarding,Medium,2024-02-06T12:01:35Z,2024-02-07T08:01:35Z,20.0,4.0,Jamie Arnold,phone,Dog drug enter director strong.
TKT-00529,CUST-386,Billing,Medium,2024-02-12T11:24:35Z,2024-02-14T20:24:35Z,57.0,1.0,Gina Moore,phone,Green single build bad what manage according tax.
TKT-00530,CUST-445,Onboarding,High,2024-02-20T04:26:01Z,2024-02-21T05:26:01Z,25.0,7.0,Ryan Munoz,phone,Summer he firm.
TKT-00531,CUST-324,Technical,Medium,2024-02-02T15:38:25Z,2024-02-05T14:38:25Z,71.0,3.0,Allison Hill,chat,Than make worker trouble exactly develop office.
TKT-00532,CUST-173,Billing,Medium,2024-02-16T21:50:08Z,,,,Angie Henderson,portal,Moment institution vote.
TKT-00533,CUST-127,Integration,Medium,2024-02-03T12:40:08Z,2024-02-06T05:40:08Z,65.0,1.0,Dylan Miller,chat,Maybe hour rather.
TKT-00534,CUST-254,Integration,Low,2024-02-08T13:22:34Z,2024-02-09T17:22:34Z,28.0,9.0,Abigail Shaffer,phone,Support request: Lead build million firm.
TKT-00535,CUST-322,Billing,Low,2024-02-13T21:47:41Z,,,,Monica Herrera,chat,Activity decision ok.
TKT-00536,CUST-006,Account,High,2024-02-27T00:59:49Z,2024-02-29T19:59:49Z,67.0,10.0,Ryan Munoz,portal,Gun technology cost enjoy especially when.
TKT-00537,CUST-337,Security,Medium,2024-02-28T16:32:05Z,2024-03-01T09:32:05Z,41.0,,Cristian Santos,phone,Hand material decision red head take.
TKT-00538,CUST-113,Account,Low,2024-02-08T22:33:20Z,2024-02-09T14:33:20Z,16.0,10.0,Lisa Hensley,chat,Late number without rather sport.
TKT-00539,CUST-476,Technical,Medium,2024-02-07T17:33:00Z,2024-02-08T05:33:00Z,12.0,1.0,Michele Williams,email,Support request: Sound new task cultural son.
TKT-00540,CUST-081,Technical,High,2024-02-04T00:10:03Z,2024-02-06T22:10:03Z,70.0,3.0,Angie Henderson,chat,List act instead care.
TKT-00541,CUST-326,Billing,High,2024-02-13T16:00:00Z,2024-02-15T07:00:00Z,39.0,8.0,Lisa Hensley,email,Military result size feel no nothing huge real.
TKT-00542,CUST-449,Onboarding,Medium,2024-02-11T14:53:21Z,,,,Lisa Hensley,chat,Democratic effect stuff benefit.
TKT-00543,CUST-246,Feature Request,Low,2024-02-13T20:47:01Z,2024-02-15T01:47:01Z,29.0,9.0,Ryan Munoz,email,Employee growth newspaper special general in.
TKT-00544,CUST-275,Account,Critical,2024-02-26T11:06:23Z,2024-02-27T18:06:23Z,31.0,5.0,Lisa Hensley,portal,Test white current office power company.
TKT-00545,CUST-307,Onboarding,Low,2024-02-17T23:32:32Z,2024-02-19T11:32:32Z,36.0,4.0,Daniel Wagner,portal,Great pull maintain say threat.
TKT-00546,CUST-340,Onboarding,Low,2024-02-20T01:07:21Z,2024-02-21T20:07:21Z,43.0,8.0,Gabrielle Davis,portal,Party less what than political up.
TKT-00547,CUST-423,Performance,Low,2024-02-14T01:16:36Z,2024-02-15T01:16:36Z,24.0,1.0,Monica Herrera,phone,Piece occur support author class direction.
TKT-00548,CUST-368,Billing,Medium,2024-02-25T03:04:31Z,2024-02-27T07:04:31Z,52.0,1.0,Michele Williams,chat,President report painting house thought sit.
TKT-00549,CUST-008,Onboarding,High,2024-02-01T14:49:52Z,,,,Ryan Munoz,phone,Support request: Security minute late cold take by.
TKT-00550,CUST-456,Onboarding,Medium,2024-02-14T10:06:06Z,2024-02-16T04:06:06Z,42.0,9.0,Lisa Hensley,chat,Product wait red bag cold.
TKT-00551,CUST-059,Integration,High,2024-02-20T22:03:29Z,2024-02-21T00:03:29Z,2.0,9.0,Daniel Wagner,email,Believe view list approach.
TKT-00552,CUST-423,Security,Low,2024-02-03T21:07:18Z,2024-02-05T20:07:18Z,47.0,8.0,Gina Moore,email,Issue description: Model you billion peace base use.. Call 672-928-2005x5778 if urgent.
TKT-00553,CUST-177,Feature Request,High,2024-02-06T10:50:04Z,,,,Abigail Shaffer,chat,Wide recently computer our.
TKT-00554,CUST-338,Integration,Medium,2024-02-20T14:22:29Z,2024-02-22T10:22:29Z,44.0,5.0,Gina Moore,email,See theory itself policy move training loss dinner.
TKT-00555,CUST-245,Onboarding,Critical,2024-02-24T18:14:08Z,2024-02-25T12:14:08Z,18.0,8.0,Noah Rhodes,phone,Support request: Kind hand employee field.
TKT-00556,CUST-246,Technical,High,2024-02-10T03:24:32Z,2024-02-11T22:24:32Z,43.0,4.0,Noah Rhodes,chat,Model serve carry.
TKT-00557,CUST-354,Billing,High,2024-02-11T15:19:45Z,2024-02-14T11:19:45Z,68.0,8.0,Noah Rhodes,email,Light across two water local.
TKT-00558,CUST-093,Security,High,2024-02-14T07:31:26Z,,,,Gabrielle Davis,chat,Support request: She something others.
TKT-00559,CUST-267,Performance,Low,2024-02-03T05:28:23Z,2024-02-03T19:28:23Z,14.0,8.0,Michele Williams,email,Nature country think.
TKT-00560,CUST-229,Billing,High,2024-02-10T05:40:52Z,2024-02-10T08:40:52Z,3.0,,Angie Henderson,chat,Support request: House clear say hope her enjoy.. Email hgarrett@example.net for details.
TKT-00561,CUST-153,Onboarding,Medium,2024-02-27T08:39:55Z,2024-02-29T03:39:55Z,43.0,7.0,Abigail Shaffer,portal,Support request: Red man fly charge wide.
TKT-00562,CUST-076,Onboarding,Medium,2024-02-18T04:27:32Z,,,,Gabrielle Davis,chat,Control bill especially.
TKT-00563,CUST-011,Technical,High,2024-02-17T12:33:02Z,2024-02-18T01:33:02Z,13.0,9.0,Gina Moore,email,Road do character management game find.
TKT-00564,CUST-154,Integration,High,2024-02-09T07:06:11Z,,,,Monica Herrera,chat,Support request: Your less social form such weight argue.
TKT-00565,CUST-466,Performance,High,2024-02-23T13:06:36Z,2024-02-24T01:06:36Z,12.0,7.0,Abigail Shaffer,portal,Author like court success stage stock.
TKT-00566,CUST-358,Feature Request,Low,2024-02-17T10:11:26Z,2024-02-18T04:11:26Z,18.0,,Michele Williams,email,Window research his window.
TKT-00567,CUST-167,Feature Request,High,2024-02-11T18:53:56Z,,,,Angie Henderson,chat,Scene almost leave side miss.
TKT-00568,CUST-158,Technical,High,2024-02-19T17:38:29Z,,,,Dylan Miller,email,Support request: List race fine follow pick.
TKT-00569,CUST-475,Performance,High,2024-02-24T11:31:14Z,2024-02-25T10:31:14Z,23.0,5.0,Gina Moore,chat,Seat near business.
TKT-00570,CUST-497,Technical,High,2024-02-08T07:36:35Z,2024-02-10T05:36:35Z,46.0,9.0,Monica Herrera,phone,Police cup thought tell design both plan.
TKT-00571,CUST-088,Security,Low,2024-02-08T02:42:54Z,2024-02-10T07:42:54Z,53.0,8.0,Ryan Munoz,chat,Support request: Address some once how during why.
TKT-00572,CUST-253,Feature Request,Low,2024-02-08T03:50:12Z,2024-02-10T12:50:12Z,57.0,9.0,Allison Hill,email,Situation little other he become citizen before peace.
TKT-00573,CUST-324,Feature Request,Low,2024-02-14T18:59:59Z,2024-02-16T05:59:59Z,35.0,9.0,Dylan Miller,chat,Support request: Art green child movie blue maintain first next.
TKT-00574,CUST-313,Feature Request,Low,2024-02-15T10:44:16Z,2024-02-17T09:44:16Z,47.0,,Cristian Santos,chat,South just cover ready group care.
TKT-00575,CUST-252,Integration,Medium,2024-02-15T01:53:19Z,,,,Allison Hill,email,Support request: Magazine join far.. Email llopez@example.net for details.
TKT-00576,CUST-038,Onboarding,Medium,2024-02-04T07:24:35Z,2024-02-06T21:24:35Z,62.0,10.0,Noah Rhodes,portal,A point here control affect task simply.
TKT-00577,CUST-288,Performance,Medium,2024-02-09T12:13:53Z,2024-02-10T09:13:53Z,21.0,5.0,Cristian Santos,email,Fly as whose standard couple.
TKT-00578,CUST-199,Billing,High,2024-02-19T23:38:30Z,2024-02-21T05:38:30Z,30.0,6.0,Daniel Wagner,chat,She child executive important focus benefit probably.
TKT-00579,CUST-286,Account,Medium,2024-02-20T18:42:23Z,2024-02-22T12:42:23Z,42.0,10.0,Allison Hill,chat,Strong candidate them.
TKT-00580,CUST-152,Security,Medium,2024-02-24T20:14:17Z,2024-02-26T04:14:17Z,32.0,6.0,Cristian Santos,chat,User reported issue with Blood court all politics home.. Please contact sfox@example.net or 705-839-1037x170 for follow-up.
TKT-00581,CUST-189,Onboarding,Low,2024-02-23T23:34:30Z,2024-02-25T00:34:30Z,25.0,4.0,Gabrielle Davis,chat,Some around pay more same strong.
TKT-00582,CUST-033,Security,Low,2024-02-07T05:05:18Z,2024-02-07T17:05:18Z,12.0,,Gina Moore,email,War whether best rise.
TKT-00583,CUST-249,Performance,Low,2024-02-19T17:58:16Z,2024-02-22T05:58:16Z,60.0,4.0,Angie Henderson,email,History cover prevent now way next newspaper.
TKT-00584,CUST-194,Feature Request,Medium,2024-02-03T23:21:47Z,,,,Michele Williams,email,Short office purpose reflect.
TKT-00585,CUST-005,Technical,Medium,2024-02-13T15:31:38Z,2024-02-13T18:31:38Z,3.0,1.0,Gina Moore,chat,Third coach Congress husband front citizen.
TKT-00586,CUST-112,Technical,Low,2024-02-25T04:25:02Z,2024-02-27T21:25:02Z,65.0,,Lisa Hensley,chat,Kitchen good firm yard foot he share issue.
TKT-00587,CUST-016,Technical,Medium,2024-02-14T15:01:29Z,2024-02-15T11:01:29Z,20.0,3.0,Dylan Miller,email,Part none degree she unit effect.
TKT-00588,CUST-472,Onboarding,High,2024-02-19T17:31:43Z,2024-02-20T19:31:43Z,26.0,10.0,Daniel Wagner,portal,Language however risk work other military year.
TKT-00589,CUST-456,Security,Medium,2024-02-13T00:42:20Z,2024-02-14T16:42:20Z,40.0,9.0,Jamie Arnold,email,According worker Democrat fire sign.
TKT-00590,CUST-027,Security,Medium,2024-02-27T10:56:04Z,2024-02-27T17:56:04Z,7.0,6.0,Connie Lawrence,phone,Try memory number occur behind.
TKT-00591,CUST-432,Technical,Medium,2024-02-14T18:42:54Z,2024-02-16T16:42:54Z,46.0,1.0,Noah Rhodes,chat,Green catch happen old do specific begin.
TKT-00592,CUST-280,Technical,High,2024-02-11T01:24:55Z,2024-02-12T16:24:55Z,39.0,9.0,Cristian Santos,portal,Notice design baby foot lot major.
TKT-00593,CUST-155,Integration,High,2024-02-02T07:51:51Z,,,,Ryan Munoz,email,Standard believe politics also space high sister.
TKT-00594,CUST-125,Security,Medium,2024-02-16T02:02:01Z,2024-02-16T04:02:01Z,2.0,2.0,Ryan Munoz,email,User reported issue with Girl stage indicate test thank dinner.. Please contact walterscrystal@example.org or 980-358-9258x3206 for follow-up.
TKT-00595,CUST-433,Integration,High,2024-02-22T04:41:08Z,2024-02-23T03:41:08Z,23.0,10.0,Connie Lawrence,email,Customer escalation: It skill challenge from live.. Reach out at kelleyjose@example.com.
TKT-00596,CUST-456,Feature Request,Medium,2024-02-02T20:41:01Z,2024-02-04T02:41:01Z,30.0,4.0,Michele Williams,email,Support request: Entire involve range office.. Email powersrodney@example.com for details.
TKT-00597,CUST-114,Security,Low,2024-02-13T02:30:00Z,2024-02-13T06:30:00Z,4.0,,Noah Rhodes,chat,And stand current health serious table.
TKT-00598,CUST-337,Security,Low,2024-02-13T18:54:46Z,2024-02-16T03:54:46Z,57.0,3.0,Cristian Santos,email,Science drug per challenge.
TKT-00599,CUST-112,Feature Request,Low,2024-02-02T12:06:09Z,2024-02-04T14:06:09Z,50.0,,Angie Henderson,phone,Add really born late age.
TKT-00600,CUST-006,Billing,Medium,2024-02-21T15:39:55Z,2024-02-21T16:39:55Z,1.0,6.0,Gina Moore,chat,Science deep national seek nature.
TKT-00601,CUST-304,Onboarding,High,2024-02-11T09:58:10Z,2024-02-13T15:58:10Z,54.0,3.0,Allison Hill,portal,Role center recognize adult on professional analysis color.
TKT-00602,CUST-363,Performance,High,2024-02-15T10:15:49Z,2024-02-16T10:15:49Z,24.0,,Jamie Arnold,chat,Customer recent even let war.
TKT-00603,CUST-194,Account,Medium,2024-02-13T01:47:37Z,,,,Monica Herrera,chat,User reported issue with Home even system process.. Please contact smithmichelle@example.net or (936)281-5798x1238 for follow-up.
TKT-00604,CUST-234,Security,Low,2024-02-11T04:56:04Z,2024-02-13T05:56:04Z,49.0,,Ryan Munoz,chat,Easy morning four.
TKT-00605,CUST-065,Feature Request,Medium,2024-02-27T04:16:09Z,2024-02-29T09:16:09Z,53.0,8.0,Angie Henderson,email,Season adult range green few you.
TKT-00606,CUST-069,Integration,High,2024-02-04T15:58:53Z,2024-02-05T07:58:53Z,16.0,,Lisa Hensley,phone,Every artist election hit yourself wrong want.
TKT-00607,CUST-267,Feature Request,Medium,2024-02-10T00:50:09Z,2024-02-12T12:50:09Z,60.0,3.0,Cristian Santos,phone,Support request: Difficult game hotel case role.
TKT-00608,CUST-461,Performance,Medium,2024-02-11T06:13:11Z,2024-02-13T21:13:11Z,63.0,9.0,Monica Herrera,phone,Whether partner personal dinner drive check wife.
TKT-00609,CUST-255,Technical,High,2024-02-08T17:36:52Z,2024-02-09T09:36:52Z,16.0,2.0,Michele Williams,email,Forget my deal catch must son television finally.
TKT-00610,CUST-201,Account,Critical,2024-02-23T12:44:54Z,2024-02-25T15:44:54Z,51.0,4.0,Gina Moore,phone,User reported issue with Travel involve training show prevent north citizen.. Please contact grantstacy@example.org or (652)405-6647 for follow-up.
TKT-00611,CUST-430,Billing,High,2024-02-01T12:17:31Z,2024-02-02T08:17:31Z,20.0,3.0,Dylan Miller,chat,Blood continue several partner environment.
TKT-00612,CUST-300,Integration,Medium,2024-02-08T19:38:56Z,2024-02-10T11:38:56Z,40.0,7.0,Connie Lawrence,chat,Partner others discuss ago bag sister care.
TKT-00613,CUST-497,Onboarding,Low,2024-02-14T18:15:35Z,2024-02-17T01:15:35Z,55.0,2.0,Dylan Miller,phone,Light power contain hold listen clearly difficult impact.
TKT-00614,CUST-193,Feature Request,Low,2024-02-12T18:52:12Z,2024-02-13T02:52:12Z,8.0,1.0,Allison Hill,portal,Understand wear development.
TKT-00615,CUST-097,Integration,Critical,2024-02-02T23:04:57Z,,,,Cristian Santos,chat,Serious at until worry term.
TKT-00616,CUST-347,Technical,High,2024-02-06T10:56:22Z,2024-02-06T20:56:22Z,10.0,3.0,Gabrielle Davis,chat,Customer escalation: Reach term thought into simply part station.. Reach out at phillip99@example.net.
TKT-00617,CUST-118,Technical,Medium,2024-02-01T11:30:17Z,2024-02-02T14:30:17Z,27.0,10.0,Dylan Miller,email,Keep this similar experience coach.
TKT-00618,CUST-237,Integration,Medium,2024-02-25T15:36:29Z,2024-02-27T15:36:29Z,48.0,9.0,Angie Henderson,phone,Party approach might central stop.
TKT-00619,CUST-280,Billing,Low,2024-02-04T14:58:45Z,2024-02-07T05:58:45Z,63.0,4.0,Cristian Santos,email,Bed may conference one thus national hotel.
TKT-00620,CUST-422,Security,Low,2024-02-25T21:48:32Z,2024-02-26T18:48:32Z,21.0,7.0,Jamie Arnold,email,Late condition opportunity Republican dark lawyer.
TKT-00621,CUST-058,Technical,Medium,2024-02-17T15:33:07Z,2024-02-19T05:33:07Z,38.0,3.0,Gina Moore,email,Food possible represent clearly run.
TKT-00622,CUST-131,Integration,Medium,2024-02-12T00:51:14Z,2024-02-12T14:51:14Z,14.0,8.0,Michele Williams,chat,User reported issue with Box last guy model.. Please contact gacosta@example.net or (468)460-2592 for follow-up.
TKT-00623,CUST-441,Performance,Critical,2024-02-14T04:41:19Z,2024-02-14T13:41:19Z,9.0,,Gina Moore,email,Shoulder anything final role.
TKT-00624,CUST-105,Integration,Low,2024-02-19T09:54:03Z,2024-02-21T14:54:03Z,53.0,3.0,Jamie Arnold,email,User reported issue with Eye Congress together whether about she activity.. Please contact ifoley@example.org or +1-273-539-7767x199 for follow-up.
TKT-00625,CUST-123,Feature Request,Medium,2024-02-03T15:14:12Z,2024-02-05T11:14:12Z,44.0,3.0,Allison Hill,chat,Everything pick star debate continue area give.
TKT-00626,CUST-388,Onboarding,Low,2024-02-21T16:47:27Z,2024-02-22T01:47:27Z,9.0,,Gina Moore,chat,Take project study fear.
TKT-00627,CUST-019,Performance,Low,2024-02-10T19:53:45Z,2024-02-12T20:53:45Z,49.0,3.0,Gina Moore,email,Any indicate condition public.
TKT-00628,CUST-429,Account,Medium,2024-02-19T17:14:39Z,,,,Jamie Arnold,phone,Produce record occur no whom see growth along.
TKT-00629,CUST-004,Feature Request,Low,2024-02-06T17:51:37Z,,,,Noah Rhodes,chat,Follow today star serve successful.
TKT-00630,CUST-159,Technical,Medium,2024-02-07T19:33:54Z,2024-02-08T14:33:54Z,19.0,7.0,Daniel Wagner,chat,Fall care reason ever.
TKT-00631,CUST-042,Technical,Medium,2024-02-15T21:32:07Z,2024-02-16T11:32:07Z,14.0,,Dylan Miller,chat,Including decide decade around number without more.
TKT-00632,CUST-371,Technical,Low,2024-02-02T16:07:47Z,2024-02-04T02:07:47Z,34.0,2.0,Monica Herrera,phone,Low read value worry.
TKT-00633,CUST-419,Account,Medium,2024-02-23T07:11:41Z,,,,Connie Lawrence,phone,Interview summer employee offer perhaps.
TKT-00634,CUST-205,Technical,High,2024-02-18T22:54:57Z,2024-02-21T01:54:57Z,51.0,10.0,Gina Moore,email,Pass market role marriage.
TKT-00635,CUST-182,Billing,High,2024-02-21T01:59:16Z,2024-02-22T14:59:16Z,37.0,10.0,Gabrielle Davis,email,This discussion fact cover.
TKT-00636,CUST-303,Billing,High,2024-02-24T01:03:33Z,2024-02-24T16:03:33Z,15.0,8.0,Abigail Shaffer,email,Agency personal brother summer.
TKT-00637,CUST-072,Feature Request,Medium,2024-02-17T04:24:39Z,2024-02-19T00:24:39Z,44.0,,Jamie Arnold,chat,Yourself increase free night point action cut example.
TKT-00638,CUST-157,Integration,Medium,2024-02-28T03:14:54Z,2024-03-01T14:14:54Z,59.0,,Daniel Wagner,email,Film media food accept.
TKT-00639,CUST-093,Security,Low,2024-02-11T16:47:12Z,2024-02-14T12:47:12Z,68.0,8.0,Daniel Wagner,portal,Game right pattern ahead compare form.
TKT-00640,CUST-328,Performance,Medium,2024-02-28T17:08:58Z,2024-02-29T07:08:58Z,14.0,1.0,Dylan Miller,phone,Two look listen along career choice.
TKT-00641,CUST-406,Security,Low,2024-02-06T14:10:57Z,,,,Jamie Arnold,phone,Throughout Mr friend six including sea strong.
TKT-00642,CUST-286,Account,Low,2024-02-17T12:21:21Z,2024-02-17T21:21:21Z,9.0,6.0,Dylan Miller,chat,North question new affect officer.
TKT-00643,CUST-285,Feature Request,High,2024-02-03T10:47:35Z,2024-02-05T23:47:35Z,61.0,10.0,Angie Henderson,phone,Son thousand government wide exactly all.
TKT-00644,CUST-480,Account,Low,2024-02-20T11:38:16Z,2024-02-22T21:38:16Z,58.0,5.0,Jamie Arnold,phone,Phone success number hope organization ten.
TKT-00645,CUST-417,Security,Low,2024-02-28T12:33:43Z,2024-03-01T22:33:43Z,58.0,,Noah Rhodes,email,Issue description: Relate fire all including market.. Call 984.221.5031 if urgent.
TKT-00646,CUST-081,Billing,Low,2024-02-25T06:29:30Z,2024-02-25T22:29:30Z,16.0,1.0,Gina Moore,phone,Toward child future low them financial force.
TKT-00647,CUST-073,Integration,Medium,2024-02-22T10:25:06Z,,,,Lisa Hensley,email,Customer escalation: State visit quality car.. Reach out at stevensjennifer@example.net.
TKT-00648,CUST-203,Performance,High,2024-02-07T03:44:43Z,2024-02-10T01:44:43Z,70.0,2.0,Cristian Santos,email,Officer fine throughout.
TKT-00649,CUST-132,Feature Request,High,2024-02-20T21:21:29Z,,,,Lisa Hensley,chat,Customer expert mother significant provide evening.
TKT-00650,CUST-105,Integration,High,2024-02-22T18:16:40Z,2024-02-24T00:16:40Z,30.0,6.0,Allison Hill,portal,Event address performance method.
TKT-00651,CUST-091,Onboarding,High,2024-02-03T19:02:52Z,2024-02-04T06:02:52Z,11.0,6.0,Jamie Arnold,phone,My near even wall sound.
TKT-00652,CUST-483,Feature Request,Low,2024-02-09T02:15:49Z,,,,Cristian Santos,chat,Each author party full kitchen candidate likely.
TKT-00653,CUST-207,Account,Low,2024-02-08T23:14:15Z,2024-02-10T04:14:15Z,29.0,6.0,Abigail Shaffer,email,Black approach interview.
TKT-00654,CUST-270,Integration,Low,2024-02-22T00:26:59Z,2024-02-23T12:26:59Z,36.0,7.0,Connie Lawrence,phone,Support request: Relate through picture real.. Email tjensen@example.com for details.
TKT-00655,CUST-316,Performance,Critical,2024-02-17T09:41:37Z,2024-02-19T16:41:37Z,55.0,4.0,Allison Hill,email,Like water century time election guy contain.
TKT-00656,CUST-093,Security,Medium,2024-02-17T06:32:45Z,2024-02-20T01:32:45Z,67.0,,Lisa Hensley,email,Small think law air little goal.
TKT-00657,CUST-357,Security,High,2024-02-16T18:14:25Z,2024-02-19T11:14:25Z,65.0,,Allison Hill,phone,Suffer executive give offer meet if research.
TKT-00658,CUST-158,Onboarding,Medium,2024-02-14T20:00:41Z,2024-02-15T16:00:41Z,20.0,5.0,Abigail Shaffer,chat,For power society mouth.
TKT-00659,CUST-364,Integration,Low,2024-02-02T04:13:56Z,2024-02-03T14:13:56Z,34.0,8.0,Daniel Wagner,portal,Opportunity draw during city lot at.
TKT-00660,CUST-478,Feature Request,Medium,2024-02-27T18:02:20Z,2024-02-29T16:02:20Z,46.0,8.0,Daniel Wagner,portal,Customer escalation: Sport opportunity six itself skin.. Reach out at gilbertcaldwell@example.net.
TKT-00661,CUST-349,Integration,Medium,2024-02-27T21:44:28Z,2024-03-01T00:44:28Z,51.0,8.0,Cristian Santos,email,Our rate others star.
TKT-00662,CUST-063,Technical,High,2024-02-22T00:58:54Z,2024-02-22T23:58:54Z,23.0,2.0,Ryan Munoz,email,Management produce bed stage thought tough.
TKT-00663,CUST-254,Onboarding,Medium,2024-02-09T10:52:38Z,2024-02-10T02:52:38Z,16.0,5.0,Gina Moore,email,Serious produce laugh.
TKT-00664,CUST-228,Billing,Low,2024-02-01T19:55:53Z,,,,Cristian Santos,chat,Hope official crime race first.
TKT-00665,CUST-410,Onboarding,Medium,2024-02-17T16:26:00Z,2024-02-18T17:26:00Z,25.0,6.0,Monica Herrera,portal,Some quickly truth view response trip wrong.
TKT-00666,CUST-226,Feature Request,Medium,2024-02-05T08:38:14Z,2024-02-06T16:38:14Z,32.0,7.0,Lisa Hensley,portal,Account worry identify camera family hard nature apply.
TKT-00667,CUST-202,Onboarding,Critical,2024-02-21T05:03:28Z,2024-02-23T16:03:28Z,59.0,5.0,Noah Rhodes,portal,Star grow technology tend dog reduce hour.
TKT-00668,CUST-226,Billing,Low,2024-02-25T13:33:05Z,2024-02-27T18:33:05Z,53.0,6.0,Michele Williams,chat,Republican image itself deep community cause.
TKT-00669,CUST-163,Onboarding,Medium,2024-02-06T01:50:44Z,2024-02-07T06:50:44Z,29.0,10.0,Michele Williams,phone,His under style child young prove care.
TKT-00670,CUST-306,Feature Request,Low,2024-02-19T07:41:47Z,2024-02-19T18:41:47Z,11.0,,Allison Hill,email,Possible century those price.
TKT-00671,CUST-129,Feature Request,Medium,2024-02-27T17:38:53Z,2024-02-28T05:38:53Z,12.0,2.0,Allison Hill,portal,Be politics indeed lay.
TKT-00672,CUST-350,Billing,Medium,2024-02-06T15:15:27Z,2024-02-09T05:15:27Z,62.0,2.0,Daniel Wagner,chat,Us perhaps lawyer interest star his difficult interesting.
TKT-00673,CUST-481,Feature Request,Medium,2024-02-20T06:53:15Z,2024-02-21T00:53:15Z,18.0,3.0,Gabrielle Davis,chat,Support request: Official suggest door.
TKT-00674,CUST-389,Feature Request,Low,2024-02-05T07:40:46Z,2024-02-06T09:40:46Z,26.0,6.0,Allison Hill,portal,Especially unit office almost also low happy.
TKT-00675,CUST-110,Security,Low,2024-02-26T04:37:26Z,,,,Allison Hill,portal,Loss real center rule worker worker single let.
TKT-00676,CUST-070,Billing,Low,2024-02-11T16:13:35Z,2024-02-14T06:13:35Z,62.0,5.0,Lisa Hensley,portal,Model particular early piece.
TKT-00677,CUST-271,Onboarding,Medium,2024-02-02T22:00:37Z,2024-02-05T02:00:37Z,52.0,10.0,Allison Hill,portal,Support request: Range much often party.. Email amanda07@example.com for details.
TKT-00678,CUST-344,Technical,Low,2024-02-06T18:03:30Z,2024-02-07T02:03:30Z,8.0,10.0,Abigail Shaffer,chat,College appear wrong speak person expert bar measure.
TKT-00679,CUST-265,Billing,Low,2024-02-15T07:26:48Z,,,,Noah Rhodes,chat,Support request: Edge past every either scientist.
TKT-00680,CUST-474,Account,High,2024-02-16T10:30:14Z,,,,Allison Hill,chat,Company option character land space end red machine.
TKT-00681,CUST-148,Technical,Medium,2024-02-23T05:32:28Z,2024-02-24T13:32:28Z,32.0,7.0,Monica Herrera,email,Television garden base certain value child many.
